SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,RBIRTH2011,RBIRTH2012,RBIRTH2013,RDEATH2011,RDEATH2012,RDEATH2013,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RNETMIG2011,RNETMIG2012,RNETMIG2013
050,4,8,16,043,Idaho,Fremont County,13242,13242,13239,13123,12980,12927,-3,-116,-143,-53,54,203,201,193,41,111,90,89,13,92,111,104,1,5,4,5,-15,-218,-262,-158,-14,-213,-258,-153,-2,5,4,-4,460,460,460,460,460,15.400955921,15.400528675,14.899448026,8.4212123511,6.8957591081,6.8707299186,6.9797435703,8.5047695667,8.0287181071,0.3793338897,0.3064781826,0.3859960628,-16.53895759,-20.07432096,-12.19747559,-16.1596237,-19.76784278,-11.81147952
050,4,8,16,045,Idaho,Gem County,16719,16719,16683,16732,16698,16686,-36,49,-34,-12,46,176,198,184,32,204,171,171,14,-28,27,13,7,22,25,25,-57,40,-88,-56,-50,62,-63,-31,0,15,2,6,151,151,151,151,151,10.534191231,11.845647622,11.023244668,12.210085291,10.230332037,10.244428469,-1.67589406,1.6153155848,0.7788161994,1.3167739039,1.4956625785,1.4977234603,2.3941343708,-5.264732276,-3.354900551,3.7109082747,-3.769069698,-1.857177091
050,4,8,16,047,Idaho,Gooding County,15464,15464,15471,15362,15208,15080,7,-109,-154,-128,50,228,184,186,53,153,143,112,-3,75,41,74,4,10,12,12,10,-198,-211,-175,14,-188,-199,-163,-4,4,4,-39,52,52,52,52,52,14.789349074,12.037945698,12.282091918,9.9244316155,9.3555773634,7.3956682515,4.8649174586,2.682368335,4.8864236661,0.6486556611,0.7850834151,0.7923930269,-12.84338209,-13.80438338,-11.55573164,-12.19472643,-13.01929997,-10.76333862
050,4,8,16,049,Idaho,Idaho County,16267,16267,16295,16467,16327,16116,28,172,-140,-211,37,166,156,158,21,161,155,158,16,5,1,0,0,-4,-4,-4,16,161,-136,-168,16,157,-140,-172,-4,10,-1,-39,524,524,524,524,524,10.133691472,9.513935476,9.7401596646,9.828459801,9.4529487101,9.7401596646,0.3052316708,0.0609867659,0,-0.244185337,-0.243947063,-0.246586321,9.828459801,-8.294200159,-10.35662547,9.5842744643,-8.538147222,-10.60321179
050,4,8,16,051,Idaho,Jefferson County,26140,26140,26224,26336,26699,26914,84,112,363,215,143,498,491,505,41,132,131,123,102,366,360,382,1,8,7,7,-18,-262,-3,-182,-17,-254,4,-175,-1,0,-1,8,111,111,111,111,111,18.949771689,18.516074291,18.838714491,5.0228310502,4.9401338739,4.588439371,13.926940639,13.575940417,14.25027512,0.304414003,0.2639766192,0.2611306959,-9.9695586,-0.113132837,-6.789398094,-9.665144597,0.1508437824,-6.528267398
050,4,8,16,053,Idaho,Jerome County,22374,22374,22453,22489,22461,22514,79,36,-28,53,104,396,400,389,21,154,140,145,83,242,260,244,12,21,12,17,-16,-237,-305,-199,-4,-216,-293,-182,0,10,5,-9,106,106,106,106,106,17.62271372,17.797552836,17.298499166,6.8532775577,6.2291434928,6.4480266815,10.769436162,11.568409344,10.850472485,0.9345378488,0.5339265851,0.755975542,-10.54692715,-13.57063404,-8.849360756,-9.612389302,-13.03670745,-8.093385214
050,4,8,16,055,Idaho,Kootenai County,138494,138494,138892,141081,142278,144265,398,2189,1197,1987,398,1733,1668,1661,251,1165,1233,1211,147,568,435,450,14,37,43,44,227,1534,731,1611,241,1571,774,1655,10,50,-12,-118,1488,1488,1488,1488,1488,12.379765192,11.773051147,11.59337342,8.3222310723,8.7027410458,8.4524835714,4.0575341194,3.0703101013,3.140889849,0.2643112014,0.3035019181,0.3071092297,10.958199541,5.159532607,11.244385659,11.222510742,5.4630345251,11.551494889
050,4,8,16,057,Idaho,Latah County,37244,37244,37278,37830,38055,38078,34,552,225,23,102,480,428,435,82,225,208,202,20,255,220,233,10,36,35,35,4,257,-29,-209,14,293,6,-174,0,4,-1,-36,3086,3086,3192,3255,3137,12.781594504,11.280226659,11.427370523,5.9913724237,5.4819793108,5.3065030933,6.7902220802,5.798247348,6.1208674294,0.9586195878,0.9224484417,0.9194436053,6.843478724,-0.764314423,-5.490391814,7.8020983118,0.1581340186,-4.570948209
050,4,8,16,059,Idaho,Lemhi County,7936,7936,7945,7974,7762,7712,9,29,-212,-50,16,78,60,65,38,90,76,83,-22,-12,-16,-18,0,1,1,1,31,46,-201,-42,31,47,-200,-41,0,-6,4,9,80,80,80,80,80,9.7996105283,7.6258261312,8.4011890914,11.307242917,9.6593797661,10.727672224,-1.507632389,-2.033553635,-2.326483133,0.1256360324,0.1270971022,0.1292490629,5.779257491,-25.54651754,-5.428460644,5.9048935235,-25.41942044,-5.299211581
050,4,8,16,061,Idaho,Lewis County,3821,3821,3820,3809,3894,3902,-1,-11,85,8,10,40,38,43,2,37,33,27,8,3,5,16,0,0,0,0,-7,-13,79,1,-7,-13,79,1,-2,-1,1,-9,74,74,74,74,74,10.486302268,9.8662858627,11.031298102,9.6998295976,8.5680903544,6.9266290405,0.7864726701,1.2981955082,4.1046690611,0,0,0,-3.408048237,20.51148903,0.2565418163,-3.408048237,20.51148903,0.2565418163
050,4,8,16,063,Idaho,Lincoln County,5208,5206,5203,5162,5275,5315,-3,-41,113,40,17,90,69,74,15,40,28,32,2,50,41,42,0,4,3,3,-3,-97,68,-8,-3,-93,71,-5,-2,2,1,3,37,37,37,37,37,17.366136035,13.222190285,13.975448536,7.7182826821,5.3655264923,6.0434372049,9.6478533526,7.8566637923,7.9320113314,0.7718282682,0.5748778385,0.566572238,-18.7168355,13.030564338,-1.510859301,-17.94500724,13.605442177,-0.944287063
050,4,8,16,065,Idaho,Madison County,37536,37536,37596,37892,37650,37450,60,296,-242,-200,264,1018,1052,993,40,129,129,113,224,889,923,880,0,12,18,19,-170,-605,-1204,-1111,-170,-593,-1186,-1092,6,0,21,12,1036,1036,1048,1048,945,26.971174226,27.85205581,26.444740346,3.4177617635,3.4153186307,3.0093209055,23.553412463,24.436737179,23.435419441,0.3179313268,0.476556088,0.5059920107,-16.02903773,-31.87630722,-29.58721704,-15.7111064,-31.39975113,-29.08122503
050,4,8,16,067,Idaho,Minidoka County,20069,20063,20091,20165,20088,20292,28,74,-77,204,83,319,322,337,27,181,169,163,56,138,153,174,8,16,13,14,-34,-79,-246,17,-26,-63,-233,31,-2,-1,3,-1,82,82,82,82,82,15.848569157,15.998807542,16.691431402,8.9924483307,8.3968896728,8.0733036157,6.8561208267,7.6019178695,8.618127786,0.7949125596,0.6459145902,0.6934125805,-3.924880763,-12.22269148,0.8420009906,-3.129968203,-11.57677689,1.5354135711
050,4,8,16,069,Idaho,Nez Perce County,39265,39265,39315,39429,39580,39915,50,114,151,335,102,449,484,462,97,501,471,445,5,-52,13,17,7,20,22,23,39,150,118,281,46,170,140,304,-1,-4,-2,14,966,966,925,943,960,11.404043483,12.251768786,11.623372539,12.724779031,11.922692352,11.195672684,-1.320735548,0.3290764343,0.4276998553,0.5079752108,0.5568985812,0.5786527455,3.8098140811,2.9870014808,7.0696270206,4.3177892919,3.543900062,7.648279766
050,4,8,16,071,Idaho,Oneida County,4286,4286,4296,4232,4233,4275,10,-64,1,42,19,54,49,49,13,40,28,28,6,14,21,21,0,0,0,0,4,-78,-20,21,4,-78,-20,21,0,0,0,0,50,50,50,50,50,12.664165103,11.577082103,11.518570757,9.3808630394,6.6154754873,6.5820404325,3.2833020638,4.9616066155,4.9365303244,0,0,0,-18.29268293,-4.725339634,4.9365303244,-18.29268293,-4.725339634,4.9365303244
050,4,8,16,073,Idaho,Owyhee County,11526,11526,11476,11419,11458,11472,-50,-57,39,14,35,128,154,145,32,84,79,84,3,44,75,61,4,14,10,10,-60,-116,-46,-65,-56,-102,-36,-55,3,1,0,8,160,160,160,160,160,11.181480673,13.463303755,12.647187091,7.3378466914,6.9064999781,7.3266463149,3.8436339812,6.5568037767,5.3205407763,1.2229744486,0.8742405036,0.8722197994,-10.13321686,-4.021506316,-5.669428696,-8.910242411,-3.147265813,-4.797208897
050,4,8,16,075,Idaho,Payette County,22623,22623,22640,22553,22676,22610,17,-87,123,-66,92,322,296,315,28,198,188,187,64,124,108,128,1,4,2,2,-48,-205,15,-189,-47,-201,17,-187,0,-10,-2,-7,94,94,94,94,94,14.249994468,13.088947357,13.911584154,8.7624189587,8.3132503482,8.258622974,5.4875755095,4.7756970086,5.6529611801,0.1770185648,0.0884388335,0.0883275184,-9.072201447,0.6632912512,-8.346950492,-8.895182882,0.7517300847,-8.258622974
050,4,8,16,077,Idaho,Power County,7817,7817,7860,7771,7802,7719,43,-89,31,-83,33,132,132,130,3,52,44,58,30,80,88,72,1,-2,1,3,16,-172,-58,-157,17,-174,-57,-154,-4,5,0,-1,47,47,47,47,47,16.889514426,16.952417646,16.75149797,6.6534450771,5.650805882,7.4737452484,10.236069349,11.301611764,9.2777527221,-0.255901734,0.1284274064,0.3865730301,-22.0075491,-7.448789572,-20.23065524,-22.26345083,-7.320362165,-19.84408221
050,4,8,16,079,Idaho,Shoshone County,12765,12765,12719,12669,12704,12690,-46,-50,35,-14,30,125,108,110,43,182,192,173,-13,-57,-84,-63,1,7,7,7,-32,8,111,51,-31,15,118,58,-2,-8,1,-9,160,160,160,160,160,9.8471718922,8.5129862452,8.6634638103,14.337482275,15.134197769,13.625265811,-4.490310383,-6.621211524,-4.961802,0.551441626,0.551767627,0.5513113334,0.6302190011,8.7494580854,4.0166968575,1.1816606271,9.3012257124,4.5680081909
050,4,8,16,081,Idaho,Teton County,10170,10170,10157,10165,10069,10275,-13,8,-96,206,45,158,161,148,18,36,21,21,27,122,140,127,3,11,5,6,-44,-132,-243,92,-41,-121,-238,98,1,7,2,-19,7,7,7,7,7,15.549650625,15.913808441,14.549744396,3.5429583702,2.0757141445,2.0644907589,12.006692255,13.838094297,12.485253637,1.0825706131,0.4942176535,0.5898545026,-12.99084736,-24.01897796,9.0444357059,-11.90827674,-23.5247603,9.6342902084
050,4,8,16,083,Idaho,Twin Falls County,77230,77230,77526,78067,78515,79957,296,541,448,1442,328,1176,1184,1156,145,707,673,704,183,469,511,452,49,197,201,202,69,-112,-261,741,118,85,-60,943,-5,-13,-3,47,1072,1072,1037,1004,1000,15.116361276,15.123066508,14.589328083,9.0878124337,8.5961349325,8.8848503206,6.0285488422,6.5269315758,5.7044777626,2.5322475947,2.5673449055,2.5493462568,-1.439653455,-3.333716519,9.3518097834,1.0925941398,-0.766371614,11.90115604
050,4,8,16,085,Idaho,Valley County,9862,9862,9781,9606,9524,9606,-81,-175,-82,82,20,87,84,85,6,70,56,52,14,17,28,33,0,0,0,0,-94,-211,-111,58,-94,-211,-111,58,-1,19,1,-9,66,66,66,66,66,8.9750863981,8.7820177731,8.8865656038,7.2213338835,5.8546785154,5.4364871929,1.7537525146,2.9273392577,3.4500784109,0,0,0,-21.76716356,-11.6048092,6.0637741767,-21.76716356,-11.6048092,6.0637741767
050,4,8,16,087,Idaho,Washington County,10198,10198,10189,10124,10041,9944,-9,-65,-83,-97,21,111,87,91,46,120,100,86,-25,-9,-13,5,0,-7,-4,-4,20,-48,-67,-91,20,-55,-71,-95,-4,-1,1,-7,119,119,119,119,119,10.928961749,8.6288122985,9.1068301226,11.815093782,9.9181750558,8.6064548411,-0.886132034,-1.289362757,0.5003752815,-0.689213804,-0.396727002,-0.400300225,-4.726037513,-6.645177287,-9.106830123,-5.415251317,-7.04190429,-9.507130348
040,2,3,17,000,Illinois,Illinois,12830632,12830632,12839695,12855970,12868192,12882135,9063,16275,12222,13943,40839,162422,160357,158964,24046,100735,102233,102190,16793,61687,58124,56774,6089,25835,27711,27751,-13576,-70342,-73473,-67313,-7487,-44507,-45762,-39562,-243,-905,-140,-3269,301773,301731,299008,299515,299479,12.641976769,12.467422651,12.346561657,7.8406221439,7.9484027507,7.9369865866,4.8013546254,4.5190199004,4.4095750706,2.01084502,2.154472515,2.1553901044,-5.475009111,-5.712372671,-5.228127783,-3.464164091,-3.557900156,-3.072737678
050,2,3,17,001,Illinois,Adams County,67103,67103,67164,67183,67243,67130,61,19,60,-113,209,812,822,815,153,761,782,781,56,51,40,34,3,13,11,12,5,-38,17,-220,8,-25,28,-208,-3,-7,-8,61,2287,2287,2286,2285,2283,12.088100218,12.229776978,12.130413104,11.328872249,11.63465401,11.62435906,0.7592279694,0.5951229673,0.5060540436,0.1935286981,0.163658816,0.1786073095,-0.565699271,0.2529272611,-3.274467341,-0.372170573,0.4165860771,-3.095860031
050,2,3,17,003,Illinois,Alexander County,8238,8238,8208,8015,7752,7629,-30,-193,-263,-123,22,106,100,100,38,95,80,99,-16,11,20,1,1,5,7,7,-14,-215,-293,-101,-13,-210,-286,-94,-1,6,3,-30,543,543,543,543,543,13.067866609,12.684721253,13.003055718,11.711767244,10.147777003,12.873025161,1.3560993651,2.5369442507,0.1300305572,0.6164088023,0.8879304877,0.9102139003,-26.5055785,-37.16623327,-13.13308628,-25.8891697,-36.27830278,-12.22287238
050,2,3,17,005,Illinois,Bond County,17768,17768,17773,17722,17612,17470,5,-51,-110,-142,44,176,164,147,33,177,159,159,11,-1,5,-12,2,9,10,10,-3,-57,-126,-151,-1,-48,-116,-141,-5,-2,1,11,2060,2060,2060,2060,2060,9.9168897028,9.2828437199,8.3803659997,9.973235667,8.9998301919,9.0644775098,-0.056345964,0.283013528,-0.68411151,0.507113678,0.5660270561,0.5700929251,-3.211719961,-7.131940907,-8.60840317,-2.704606283,-6.565913851,-8.038310245
050,2,3,17,007,Illinois,Boone County,54165,54167,54147,54223,53859,53957,-20,76,-364,98,164,610,577,558,115,336,337,328,49,274,240,230,3,0,-4,0,-71,-177,-609,-144,-68,-177,-613,-144,-1,-21,9,12,310,310,310,310,310,11.257728154,10.677078514,10.350968316,6.2009781305,6.2360059954,6.0844401573,5.0567500231,4.441072519,4.2665281591,0,-0.074017875,0,-3.266586694,-11.26922152,-2.67121763,-3.266586694,-11.34323939,-2.67121763
050,2,3,17,009,Illinois,Brown County,6937,6937,6912,6879,6908,6860,-25,-33,29,-48,8,44,50,47,9,59,51,57,-1,-15,-1,-10,0,3,3,3,-24,-18,29,-36,-24,-15,32,-33,0,-3,-2,-5,2110,2110,2110,2110,2110,6.3809730984,7.2532095452,6.8274259152,8.5563048365,7.3982737361,8.2800697269,-2.175331738,-0.145064191,-1.452643812,0.4350663476,0.4351925727,0.4357931435,-2.610398086,4.2068615362,-5.229517722,-2.175331738,4.6420541089,-4.793724579
050,2,3,17,011,Illinois,Bureau County,34978,34978,34902,34638,34314,34056,-76,-264,-324,-258,79,328,330,323,65,381,364,370,14,-53,-34,-47,2,20,18,18,-85,-247,-310,-208,-83,-227,-292,-190,-7,16,2,-21,456,456,456,456,456,9.4334196146,9.5718760877,9.4485885622,10.957722174,10.558069382,10.823460582,-1.52430256,-0.986193294,-1.37487202,0.5752085131,0.5221023321,0.526546731,-7.103825137,-8.991762385,-6.084540003,-6.528616624,-8.469660053,-5.557993272
050,2,3,17,013,Illinois,Calhoun County,5089,5089,5079,5068,5021,5059,-10,-11,-47,38,9,59,52,51,4,49,50,59,5,10,2,-8,0,3,3,3,-11,-35,-53,42,-11,-32,-50,45,-4,11,1,1,90,90,90,90,90,11.629052922,10.308256517,10.119047619,9.6580270031,9.9117851125,11.706349206,1.971025919,0.3964714045,-1.587301587,0.5913077757,0.5947071067,0.5952380952,-6.898590716,-10.50649222,8.3333333333,-6.307282941,-9.911785112,8.9285714286
050,2,3,17,015,Illinois,Carroll County,15387,15388,15364,15196,15047,14910,-24,-168,-149,-137,33,141,142,136,39,195,169,186,-6,-54,-27,-50,0,3,2,2,-15,-110,-124,-66,-15,-107,-122,-64,-3,-7,0,-23,223,223,223,223,223,9.2277486911,9.3906027841,9.0796808759,12.761780105,11.176139933,12.417798845,-3.534031414,-1.785537149,-3.338117969,0.1963350785,0.132262011,0.1335247188,-7.19895288,-8.200244685,-4.406315719,-7.002617801,-8.067982674,-4.272791
050,2,3,17,017,Illinois,Cass County,13642,13638,13642,13639,13421,13324,4,-3,-218,-97,50,183,180,172,34,141,142,131,16,42,38,41,8,32,32,32,-20,-71,-294,-168,-12,-39,-262,-136,0,-6,6,-2,184,184,184,184,184,13.415930501,13.303769401,12.862217237,10.336864484,10.495195861,9.7962235932,3.0790660166,2.8085735403,3.0659936437,2.3459550603,2.3651145602,2.3929706487,-5.20508779,-21.72949002,-12.56309591,-2.85913273,-19.36437546,-10.17012526
050,2,3,17,019,Illinois,Champaign County,201081,201081,201416,202426,203435,204897,335,1010,1009,1462,569,2332,2412,2359,279,1155,1261,1230,290,1177,1151,1129,359,1480,1528,1540,-303,-1633,-1692,-1256,56,-153,-164,284,-11,-14,22,49,16129,16120,16123,16105,16099,11.549071171,11.88584269,11.554323443,5.7200588349,6.2139500962,6.0245094678,5.8290123365,5.6718925938,5.5298139749,7.3295991997,7.5296714885,7.5428817727,-8.087321279,-8.337829947,-6.151856822,-0.757722079,-0.808158458,1.3910249503
050,2,3,17,021,Illinois,Christian County,34800,34800,34789,34765,34597,34298,-11,-24,-168,-299,88,349,387,373,105,410,390,383,-17,-61,-3,-10,9,36,37,37,-1,7,-202,-328,8,43,-165,-291,-2,-6,0,2,1610,1610,1610,1610,1610,10.035368203,11.158847784,10.828071703,11.789401041,11.24535048,11.118368532,-1.754032838,-0.086502696,-0.290296829,1.0351669207,1.066866584,1.0740982655,0.2012824568,-5.824514864,-9.521735975,1.2364493775,-4.75764828,-8.44763771
050,2,3,17,023,Illinois,Clark County,16335,16335,16294,16217,16298,16182,-41,-77,81,-116,49,198,193,198,69,205,201,210,-20,-7,-8,-12,0,-1,-1,-1,-21,-63,91,-113,-21,-64,90,-114,0,-6,-1,10,221,221,221,221,221,12.180492756,11.871443949,12.192118227,12.611116238,12.363524527,12.931034483,-0.430623481,-0.492080578,-0.738916256,-0.06151764,-0.061510072,-0.061576355,-3.875611332,5.597416577,-6.958128079,-3.937128972,5.5359065047,-7.019704433
050,2,3,17,025,Illinois,Clay County,13815,13815,13825,13757,13746,13566,10,-68,-11,-180,48,146,155,151,27,174,175,181,21,-28,-20,-30,2,12,12,12,-10,-43,-5,-146,-8,-31,7,-134,-3,-9,2,-16,305,305,305,305,305,10.586614459,11.271497655,11.057410662,12.616924081,12.725884449,13.254247217,-2.030309622,-1.454386794,-2.196836555,0.8701326952,0.8726320765,0.8787346221,-3.117975491,-0.363596699,-10.69127124,-2.247842796,0.509035378,-9.812536614
050,2,3,17,027,Illinois,Clinton County,37762,37762,37845,38160,38083,37907,83,315,-77,-176,95,398,430,429,60,302,343,368,35,96,87,61,0,2,1,1,50,163,-164,-253,50,165,-163,-252,-2,54,-1,15,2072,2072,2072,2072,2072,10.472995198,11.27972404,11.290959337,7.9468456023,8.9975473158,9.6854849322,2.5261495954,2.2821767244,1.6054744045,0.0526281166,0.0262319164,0.0263192525,4.2891915006,-4.302034285,-6.658770891,4.3418196171,-4.275802369,-6.632451638
050,2,3,17,029,Illinois,Coles County,53873,53873,53935,53758,53659,53697,62,-177,-99,38,151,502,516,511,143,497,459,463,8,5,57,48,9,39,37,38,52,-199,-190,-10,61,-160,-153,28,-7,-22,-3,-38,4489,4488,4490,4498,4500,9.3227972106,9.6074178203,9.5197287529,9.2299406647,8.5461332936,8.6255076568,0.0928565459,1.0612845267,0.8942210962,0.7242810582,0.688903991,0.7079250345,-3.695690528,-3.537615089,-0.186296062,-2.97140947,-2.848711098,0.5216289728
050,2,3,17,031,Illinois,Cook County,5194675,5194675,5198853,5212589,5227992,5240700,4178,13736,15403,12708,18016,71847,70877,70608,9389,38989,40119,40380,8627,32858,30758,30228,3536,16054,16360,16897,-7874,-34568,-31378,-31056,-4338,-18514,-15018,-14159,-111,-608,-337,-3361,90282,90260,90263,90256,90224,13.801546414,13.577213759,13.489364287,7.489644566,7.685204492,7.7144308,6.311901848,5.8920092665,5.7749334874,3.083914793,3.1339252097,3.2281014667,-6.640386605,-6.010776603,-5.933119438,-3.556471812,-2.876851394,-2.705017972
050,2,3,17,033,Illinois,Crawford County,19817,19817,19810,19772,19605,19505,-7,-38,-167,-100,52,217,211,209,74,224,234,238,-22,-7,-23,-29,1,4,4,4,16,-35,-150,-82,17,-31,-146,-78,-2,0,2,7,1495,1495,1495,1495,1494,10.96457986,10.716915966,10.687803631,11.318275984,11.885110598,12.170800307,-0.353696125,-1.168194631,-1.482996676,0.2021120711,0.2031642837,0.2045512657,-1.768480623,-7.618660639,-4.193300946,-1.566368551,-7.415496356,-3.98874968
050,2,3,17,035,Illinois,Cumberland County,11048,11048,11039,11078,10977,10939,-9,39,-101,-38,26,121,127,120,19,120,111,101,7,1,16,19,2,11,11,11,-15,33,-130,-52,-13,44,-119,-41,-3,-6,2,-16,117,117,117,117,117,10.941809468,11.516662888,10.95090345,10.85138129,10.065744729,9.2170104034,0.0904281774,1.4509181591,1.7338930462,0.9947099516,0.9975062344,1.0038328162,2.9841298549,-11.78871004,-4.745391495,3.9788398065,-10.79120381,-3.741558679
050,2,3,17,037,Illinois,DeKalb County,105160,105160,105111,104478,104622,104741,-49,-633,144,119,293,1267,1206,1210,193,668,681,665,100,599,525,545,46,157,153,157,-205,-1393,-539,-638,-159,-1236,-386,-481,10,4,5,55,6673,6675,6678,6680,6683,12.090329168,11.535150646,11.558871434,6.3743803348,6.5136298422,6.3526028954,5.7159488332,5.0215208034,5.2062685384,1.4981702284,1.4634146341,1.4997874505,-13.29268234,-5.155428025,-6.094677665,-11.79451212,-3.692013391,-4.594890215
050,2,3,17,039,Illinois,De Witt County,16561,16561,16575,16537,16484,16420,14,-38,-53,-64,35,185,194,196,17,163,194,203,18,22,0,-7,0,0,0,0,-1,-51,-54,-62,-1,-51,-54,-62,-3,-9,1,5,249,249,249,249,249,11.174196666,11.750098422,11.913445174,9.8453732786,11.750098422,12.338925359,1.3288233873,0,-0.425480185,0,0,0,-3.080454216,-3.270645953,-3.768538779,-3.080454216,-3.270645953,-3.768538779
050,2,3,17,041,Illinois,Douglas County,19980,19980,19958,19835,19883,19887,-22,-123,48,4,64,260,263,260,26,182,183,169,38,78,80,91,4,29,25,25,-53,-234,-55,-90,-49,-205,-30,-65,-11,4,-2,-22,168,168,168,168,168,13.067624959,13.243365728,13.075182298,9.1473374714,9.2149655068,8.4988684938,3.9202874877,4.0284002216,4.5763138044,1.4575427839,1.2588750692,1.2572290671,-11.76086246,-2.769525152,-4.526024642,-10.30331968,-1.510650083,-3.268795575
050,2,3,17,043,Illinois,DuPage County,916924,916924,917957,923781,927418,932126,1033,5824,3637,4708,2572,10716,10756,10704,1353,5831,5998,5982,1219,4885,4758,4722,575,2725,2811,2895,-764,-1428,-3950,-2912,-189,1297,-1139,-17,3,-358,18,3,12140,12136,12141,12146,12144,11.636834338,11.620576718,11.512499839,6.3320624323,6.4801245031,6.4338353919,5.3047719057,5.140452215,5.0786644468,2.9591614008,3.0369506466,3.1136665763,-1.550709167,-4.267504466,-3.131950629,1.4084522337,-1.230553819,-0.018284052
050,2,3,17,045,Illinois,Edgar County,18576,18576,18505,18403,18160,17960,-71,-102,-243,-200,42,186,182,175,82,229,209,220,-40,-43,-27,-45,0,2,2,2,-31,-55,-219,-156,-31,-53,-217,-154,0,-6,1,-1,283,283,283,283,283,10.079115639,9.9554194131,9.6899224806,12.40923377,11.432322293,12.181616833,-2.330118132,-1.47690288,-2.491694352,0.1083775875,0.1094002133,0.1107419712,-2.980383657,-11.97932336,-8.637873754,-2.872006069,-11.86992315,-8.527131783
050,2,3,17,047,Illinois,Edwards County,6721,6721,6727,6675,6724,6672,6,-52,49,-52,12,74,83,82,15,82,60,66,-3,-8,23,16,0,1,1,1,10,-53,25,-31,10,-52,26,-30,-1,8,0,-38,52,52,52,52,52,11.043127891,12.388984253,12.242460436,12.236979555,8.9558922308,9.853687668,-1.193851664,3.4330920218,2.388772768,0.149231458,0.1492648705,0.149298298,-7.909267274,3.7316217628,-4.628247238,-7.760035816,3.8808866333,-4.47894894
050,2,3,17,049,Illinois,Effingham County,34242,34242,34199,34252,34335,34307,-43,53,83,-28,104,434,457,446,97,333,328,321,7,101,129,125,1,6,5,5,-53,-50,-51,-167,-52,-44,-46,-162,2,-4,0,9,440,440,440,440,440,12.680603643,13.326140522,12.994959354,9.7295875882,9.5644947293,9.3528743335,2.9510160553,3.7616457929,3.6420850208,0.1753078845,0.1458002245,0.1456834008,-1.460899037,-1.48716229,-4.865825588,-1.285591153,-1.341362066,-4.720142187
050,2,3,17,051,Illinois,Fayette County,22140,22142,22117,22148,22025,22060,-25,31,-123,35,58,235,248,242,80,213,192,200,-22,22,56,42,4,22,23,24,-6,1,-201,-25,-2,23,-178,-1,-1,-14,-1,-6,1784,1784,1784,1784,1784,10.617869649,11.228578543,10.978790972,9.6238563199,8.6930930659,9.0733809686,0.9940133288,2.5354854776,1.9054100034,0.9940133288,1.0413601069,1.0888057162,0.045182424,-9.100581803,-1.134172621,1.0391957529,-8.059221697,-0.045366905
050,2,3,17,053,Illinois,Ford County,14081,14081,14077,13963,13997,13832,-4,-114,34,-165,39,133,140,133,30,200,198,193,9,-67,-58,-60,2,6,6,6,-13,-66,87,-125,-11,-60,93,-119,-2,13,-1,14,410,410,410,410,410,9.4864479315,10.014306152,9.5583743577,14.265335235,14.163090129,13.87042294,-4.778887304,-4.148783977,-4.312048582,0.4279600571,0.4291845494,0.4312048582,-4.707560628,6.2231759657,-8.983434547,-4.279600571,6.652360515,-8.552229688
050,2,3,17,055,Illinois,Franklin County,39561,39556,39594,39590,39482,39202,38,-4,-108,-280,111,448,497,474,109,548,508,506,2,-100,-11,-32,2,15,15,15,35,106,-109,-245,37,121,-94,-230,-1,-25,-3,-18,517,517,517,517,517,11.315417256,12.57082153,12.048192771,13.841180036,12.849048968,12.861572874,-2.52576278,-0.278227438,-0.813380103,0.3788644171,0.3794010522,0.3812719231,2.6773085472,-2.756980979,-6.227441411,3.0561729642,-2.377579927,-5.846169488
050,2,3,17,057,Illinois,Fulton County,37069,37069,37075,36960,36673,36346,6,-115,-287,-327,96,375,339,342,72,444,471,453,24,-69,-132,-111,1,9,9,9,-11,-30,-166,-215,-10,-21,-157,-206,-8,-25,2,-10,2683,2683,2683,2683,2682,10.130343756,9.2078280119,9.3674249168,11.994327007,12.793176972,12.407729495,-1.863983251,-3.58534896,-3.040304578,0.2431282502,0.2444556109,0.246511182,-0.810427501,-4.508847935,-5.888878237,-0.56729925,-4.264392324,-5.642367055
